query_number,query,intent_number,intent_text,cliff_threshold,retention_threshold,cutoff_rank,reason,cliff_percentage,score_retention,universe_size,tool_reduction
5,Get the current sprint work items,1,Get the current sprint work items,10,90,5,retention,,89.94708994708994,122,0.9590163934426229
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,3,50,2,cliff,4.861111111111112,99.30555555555556,122,0.9836065573770492
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,3,60,2,cliff,4.861111111111112,99.30555555555556,122,0.9836065573770492
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,3,70,2,cliff,4.861111111111112,99.30555555555556,122,0.9836065573770492
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,3,75,2,cliff,4.861111111111112,99.30555555555556,122,0.9836065573770492
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,3,80,2,cliff,4.861111111111112,99.30555555555556,122,0.9836065573770492
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,3,85,2,cliff,4.861111111111112,99.30555555555556,122,0.9836065573770492
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,3,90,2,cliff,4.861111111111112,99.30555555555556,122,0.9836065573770492
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,4,50,2,cliff,4.861111111111112,99.30555555555556,122,0.9836065573770492
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,4,60,2,cliff,4.861111111111112,99.30555555555556,122,0.9836065573770492
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,4,70,2,cliff,4.861111111111112,99.30555555555556,122,0.9836065573770492
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,4,75,2,cliff,4.861111111111112,99.30555555555556,122,0.9836065573770492
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,4,80,2,cliff,4.861111111111112,99.30555555555556,122,0.9836065573770492
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,4,85,2,cliff,4.861111111111112,99.30555555555556,122,0.9836065573770492
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,4,90,2,cliff,4.861111111111112,99.30555555555556,122,0.9836065573770492
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,5,50,121,cliff,11.631944444444445,54.861111111111114,122,0.008196721311475419
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,5,60,112,retention,,59.72222222222222,122,0.08196721311475408
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,5,70,92,retention,,69.79166666666666,122,0.24590163934426235
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,5,75,61,retention,,74.65277777777779,122,0.5
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,5,80,35,retention,,79.51388888888889,122,0.7131147540983607
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,5,85,16,retention,,84.72222222222221,122,0.8688524590163934
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,5,90,5,retention,,88.19444444444444,122,0.9590163934426229
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,6,50,121,cliff,11.631944444444445,54.861111111111114,122,0.008196721311475419
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,6,60,112,retention,,59.72222222222222,122,0.08196721311475408
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,6,70,92,retention,,69.79166666666666,122,0.24590163934426235
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,6,75,61,retention,,74.65277777777779,122,0.5
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,6,80,35,retention,,79.51388888888889,122,0.7131147540983607
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,6,85,16,retention,,84.72222222222221,122,0.8688524590163934
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,6,90,5,retention,,88.19444444444444,122,0.9590163934426229
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,7,50,121,cliff,11.631944444444445,54.861111111111114,122,0.008196721311475419
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,7,60,112,retention,,59.72222222222222,122,0.08196721311475408
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,7,70,92,retention,,69.79166666666666,122,0.24590163934426235
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,7,75,61,retention,,74.65277777777779,122,0.5
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,7,80,35,retention,,79.51388888888889,122,0.7131147540983607
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,7,85,16,retention,,84.72222222222221,122,0.8688524590163934
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,7,90,5,retention,,88.19444444444444,122,0.9590163934426229
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,8,50,121,cliff,11.631944444444445,54.861111111111114,122,0.008196721311475419
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,8,60,112,retention,,59.72222222222222,122,0.08196721311475408
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,8,70,92,retention,,69.79166666666666,122,0.24590163934426235
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,8,75,61,retention,,74.65277777777779,122,0.5
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,8,80,35,retention,,79.51388888888889,122,0.7131147540983607
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,8,85,16,retention,,84.72222222222221,122,0.8688524590163934
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,8,90,5,retention,,88.19444444444444,122,0.9590163934426229
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,10,50,121,cliff,11.631944444444445,54.861111111111114,122,0.008196721311475419
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,10,60,112,retention,,59.72222222222222,122,0.08196721311475408
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,10,70,92,retention,,69.79166666666666,122,0.24590163934426235
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,10,75,61,retention,,74.65277777777779,122,0.5
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,10,80,35,retention,,79.51388888888889,122,0.7131147540983607
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,10,85,16,retention,,84.72222222222221,122,0.8688524590163934
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,10,90,5,retention,,88.19444444444444,122,0.9590163934426229
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,3,50,1,cliff,3.910614525139665,100.0,122,0.9918032786885246
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,3,60,1,cliff,3.910614525139665,100.0,122,0.9918032786885246
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,3,70,1,cliff,3.910614525139665,100.0,122,0.9918032786885246
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,3,75,1,cliff,3.910614525139665,100.0,122,0.9918032786885246
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,3,80,1,cliff,3.910614525139665,100.0,122,0.9918032786885246
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,3,85,1,cliff,3.910614525139665,100.0,122,0.9918032786885246
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,3,90,1,cliff,3.910614525139665,100.0,122,0.9918032786885246
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,4,50,11,cliff,4.4692737430167595,86.03351955307262,122,0.9098360655737705
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,4,60,11,cliff,4.4692737430167595,86.03351955307262,122,0.9098360655737705
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,4,70,11,cliff,4.4692737430167595,86.03351955307262,122,0.9098360655737705
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,4,75,11,cliff,4.4692737430167595,86.03351955307262,122,0.9098360655737705
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,4,80,11,cliff,4.4692737430167595,86.03351955307262,122,0.9098360655737705
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,4,85,11,cliff,4.4692737430167595,86.03351955307262,122,0.9098360655737705
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,4,90,7,retention,,88.8268156424581,122,0.9426229508196722
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,5,50,121,retention,,48.60335195530726,122,0.008196721311475419
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,5,60,108,retention,,59.217877094972074,122,0.11475409836065575
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,5,70,47,retention,,69.83240223463687,122,0.6147540983606558
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,5,75,30,retention,,74.86033519553072,122,0.7540983606557377
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,5,80,14,retention,,79.88826815642457,122,0.8852459016393442
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,5,85,11,retention,,81.56424581005587,122,0.9098360655737705
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,5,90,7,retention,,88.8268156424581,122,0.9426229508196722
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,6,50,121,retention,,48.60335195530726,122,0.008196721311475419
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,6,60,108,retention,,59.217877094972074,122,0.11475409836065575
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,6,70,47,retention,,69.83240223463687,122,0.6147540983606558
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,6,75,30,retention,,74.86033519553072,122,0.7540983606557377
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,6,80,14,retention,,79.88826815642457,122,0.8852459016393442
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,6,85,11,retention,,81.56424581005587,122,0.9098360655737705
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,6,90,7,retention,,88.8268156424581,122,0.9426229508196722
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,7,50,121,retention,,48.60335195530726,122,0.008196721311475419
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,7,60,108,retention,,59.217877094972074,122,0.11475409836065575
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,7,70,47,retention,,69.83240223463687,122,0.6147540983606558
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,7,75,30,retention,,74.86033519553072,122,0.7540983606557377
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,7,80,14,retention,,79.88826815642457,122,0.8852459016393442
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,7,85,11,retention,,81.56424581005587,122,0.9098360655737705
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,7,90,7,retention,,88.8268156424581,122,0.9426229508196722
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,8,50,121,retention,,48.60335195530726,122,0.008196721311475419
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,8,60,108,retention,,59.217877094972074,122,0.11475409836065575
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,8,70,47,retention,,69.83240223463687,122,0.6147540983606558
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,8,75,30,retention,,74.86033519553072,122,0.7540983606557377
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,8,80,14,retention,,79.88826815642457,122,0.8852459016393442
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,8,85,11,retention,,81.56424581005587,122,0.9098360655737705
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,8,90,7,retention,,88.8268156424581,122,0.9426229508196722
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,10,50,121,retention,,48.60335195530726,122,0.008196721311475419
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,10,60,108,retention,,59.217877094972074,122,0.11475409836065575
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,10,70,47,retention,,69.83240223463687,122,0.6147540983606558
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,10,75,30,retention,,74.86033519553072,122,0.7540983606557377
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,10,80,14,retention,,79.88826815642457,122,0.8852459016393442
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,10,85,11,retention,,81.56424581005587,122,0.9098360655737705
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,10,90,7,retention,,88.8268156424581,122,0.9426229508196722
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,3,50,1,cliff,3.1746031746031744,100.0,122,0.9918032786885246
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,3,60,1,cliff,3.1746031746031744,100.0,122,0.9918032786885246
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,3,70,1,cliff,3.1746031746031744,100.0,122,0.9918032786885246
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,3,75,1,cliff,3.1746031746031744,100.0,122,0.9918032786885246
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,3,80,1,cliff,3.1746031746031744,100.0,122,0.9918032786885246
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,3,85,1,cliff,3.1746031746031744,100.0,122,0.9918032786885246
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,3,90,1,cliff,3.1746031746031744,100.0,122,0.9918032786885246
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,4,50,100,retention,,49.735449735449734,122,0.180327868852459
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,4,60,60,retention,,59.78835978835979,122,0.5081967213114754
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,4,70,27,retention,,69.84126984126983,122,0.7786885245901639
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,4,75,17,retention,,73.54497354497354,122,0.860655737704918
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,4,80,13,retention,,78.83597883597884,122,0.8934426229508197
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,4,85,9,retention,,84.65608465608466,122,0.9262295081967213
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,4,90,5,retention,,89.94708994708994,122,0.9590163934426229
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,5,50,100,retention,,49.735449735449734,122,0.180327868852459
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,5,60,60,retention,,59.78835978835979,122,0.5081967213114754
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,5,70,27,retention,,69.84126984126983,122,0.7786885245901639
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,5,75,17,retention,,73.54497354497354,122,0.860655737704918
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,5,80,13,retention,,78.83597883597884,122,0.8934426229508197
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,5,85,9,retention,,84.65608465608466,122,0.9262295081967213
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,5,90,5,retention,,89.94708994708994,122,0.9590163934426229
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,6,50,100,retention,,49.735449735449734,122,0.180327868852459
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,6,60,60,retention,,59.78835978835979,122,0.5081967213114754
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,6,70,27,retention,,69.84126984126983,122,0.7786885245901639
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,6,75,17,retention,,73.54497354497354,122,0.860655737704918
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,6,80,13,retention,,78.83597883597884,122,0.8934426229508197
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,6,85,9,retention,,84.65608465608466,122,0.9262295081967213
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,6,90,5,retention,,89.94708994708994,122,0.9590163934426229
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,7,50,100,retention,,49.735449735449734,122,0.180327868852459
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,7,60,60,retention,,59.78835978835979,122,0.5081967213114754
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,7,70,27,retention,,69.84126984126983,122,0.7786885245901639
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,7,75,17,retention,,73.54497354497354,122,0.860655737704918
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,7,80,13,retention,,78.83597883597884,122,0.8934426229508197
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,7,85,9,retention,,84.65608465608466,122,0.9262295081967213
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,7,90,5,retention,,89.94708994708994,122,0.9590163934426229
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,8,50,100,retention,,49.735449735449734,122,0.180327868852459
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,8,60,60,retention,,59.78835978835979,122,0.5081967213114754
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,8,70,27,retention,,69.84126984126983,122,0.7786885245901639
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,8,75,17,retention,,73.54497354497354,122,0.860655737704918
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,8,80,13,retention,,78.83597883597884,122,0.8934426229508197
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,8,85,9,retention,,84.65608465608466,122,0.9262295081967213
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,8,90,5,retention,,89.94708994708994,122,0.9590163934426229
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,10,50,100,retention,,49.735449735449734,122,0.180327868852459
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,10,60,60,retention,,59.78835978835979,122,0.5081967213114754
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,10,70,27,retention,,69.84126984126983,122,0.7786885245901639
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,10,75,17,retention,,73.54497354497354,122,0.860655737704918
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,10,80,13,retention,,78.83597883597884,122,0.8934426229508197
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,10,85,9,retention,,84.65608465608466,122,0.9262295081967213
7,Get the current sprint work items and create a Word report,1,Get the current sprint work items,10,90,5,retention,,89.94708994708994,122,0.9590163934426229
7,Get the current sprint work items and create a Word report,2,create a Word report,3,50,4,cliff,4.571428571428571,98.28571428571429,122,0.9672131147540983
7,Get the current sprint work items and create a Word report,2,create a Word report,3,60,4,cliff,4.571428571428571,98.28571428571429,122,0.9672131147540983
7,Get the current sprint work items and create a Word report,2,create a Word report,3,70,4,cliff,4.571428571428571,98.28571428571429,122,0.9672131147540983
7,Get the current sprint work items and create a Word report,2,create a Word report,3,75,4,cliff,4.571428571428571,98.28571428571429,122,0.9672131147540983
7,Get the current sprint work items and create a Word report,2,create a Word report,3,80,4,cliff,4.571428571428571,98.28571428571429,122,0.9672131147540983
7,Get the current sprint work items and create a Word report,2,create a Word report,3,85,4,cliff,4.571428571428571,98.28571428571429,122,0.9672131147540983
7,Get the current sprint work items and create a Word report,2,create a Word report,3,90,4,cliff,4.571428571428571,98.28571428571429,122,0.9672131147540983
7,Get the current sprint work items and create a Word report,2,create a Word report,4,50,4,cliff,4.571428571428571,98.28571428571429,122,0.9672131147540983
7,Get the current sprint work items and create a Word report,2,create a Word report,4,60,4,cliff,4.571428571428571,98.28571428571429,122,0.9672131147540983
7,Get the current sprint work items and create a Word report,2,create a Word report,4,70,4,cliff,4.571428571428571,98.28571428571429,122,0.9672131147540983
7,Get the current sprint work items and create a Word report,2,create a Word report,4,75,4,cliff,4.571428571428571,98.28571428571429,122,0.9672131147540983
7,Get the current sprint work items and create a Word report,2,create a Word report,4,80,4,cliff,4.571428571428571,98.28571428571429,122,0.9672131147540983
7,Get the current sprint work items and create a Word report,2,create a Word report,4,85,4,cliff,4.571428571428571,98.28571428571429,122,0.9672131147540983
7,Get the current sprint work items and create a Word report,2,create a Word report,4,90,4,cliff,4.571428571428571,98.28571428571429,122,0.9672131147540983
7,Get the current sprint work items and create a Word report,2,create a Word report,5,50,108,retention,,49.714285714285715,122,0.11475409836065575
7,Get the current sprint work items and create a Word report,2,create a Word report,5,60,58,retention,,59.71428571428572,122,0.5245901639344263
7,Get the current sprint work items and create a Word report,2,create a Word report,5,70,29,retention,,69.42857142857143,122,0.7622950819672132
7,Get the current sprint work items and create a Word report,2,create a Word report,5,75,19,retention,,74.85714285714286,122,0.8442622950819672
7,Get the current sprint work items and create a Word report,2,create a Word report,5,80,17,retention,,77.14285714285715,122,0.860655737704918
7,Get the current sprint work items and create a Word report,2,create a Word report,5,85,13,retention,,81.71428571428572,122,0.8934426229508197
7,Get the current sprint work items and create a Word report,2,create a Word report,5,90,7,retention,,89.14285714285714,122,0.9426229508196722
7,Get the current sprint work items and create a Word report,2,create a Word report,6,50,108,retention,,49.714285714285715,122,0.11475409836065575
7,Get the current sprint work items and create a Word report,2,create a Word report,6,60,58,retention,,59.71428571428572,122,0.5245901639344263
7,Get the current sprint work items and create a Word report,2,create a Word report,6,70,29,retention,,69.42857142857143,122,0.7622950819672132
7,Get the current sprint work items and create a Word report,2,create a Word report,6,75,19,retention,,74.85714285714286,122,0.8442622950819672
7,Get the current sprint work items and create a Word report,2,create a Word report,6,80,17,retention,,77.14285714285715,122,0.860655737704918
7,Get the current sprint work items and create a Word report,2,create a Word report,6,85,13,retention,,81.71428571428572,122,0.8934426229508197
7,Get the current sprint work items and create a Word report,2,create a Word report,6,90,7,retention,,89.14285714285714,122,0.9426229508196722
7,Get the current sprint work items and create a Word report,2,create a Word report,7,50,108,retention,,49.714285714285715,122,0.11475409836065575
7,Get the current sprint work items and create a Word report,2,create a Word report,7,60,58,retention,,59.71428571428572,122,0.5245901639344263
7,Get the current sprint work items and create a Word report,2,create a Word report,7,70,29,retention,,69.42857142857143,122,0.7622950819672132
7,Get the current sprint work items and create a Word report,2,create a Word report,7,75,19,retention,,74.85714285714286,122,0.8442622950819672
7,Get the current sprint work items and create a Word report,2,create a Word report,7,80,17,retention,,77.14285714285715,122,0.860655737704918
7,Get the current sprint work items and create a Word report,2,create a Word report,7,85,13,retention,,81.71428571428572,122,0.8934426229508197
7,Get the current sprint work items and create a Word report,2,create a Word report,7,90,7,retention,,89.14285714285714,122,0.9426229508196722
7,Get the current sprint work items and create a Word report,2,create a Word report,8,50,108,retention,,49.714285714285715,122,0.11475409836065575
7,Get the current sprint work items and create a Word report,2,create a Word report,8,60,58,retention,,59.71428571428572,122,0.5245901639344263
7,Get the current sprint work items and create a Word report,2,create a Word report,8,70,29,retention,,69.42857142857143,122,0.7622950819672132
7,Get the current sprint work items and create a Word report,2,create a Word report,8,75,19,retention,,74.85714285714286,122,0.8442622950819672
7,Get the current sprint work items and create a Word report,2,create a Word report,8,80,17,retention,,77.14285714285715,122,0.860655737704918
7,Get the current sprint work items and create a Word report,2,create a Word report,8,85,13,retention,,81.71428571428572,122,0.8934426229508197
7,Get the current sprint work items and create a Word report,2,create a Word report,8,90,7,retention,,89.14285714285714,122,0.9426229508196722
7,Get the current sprint work items and create a Word report,2,create a Word report,10,50,108,retention,,49.714285714285715,122,0.11475409836065575
7,Get the current sprint work items and create a Word report,2,create a Word report,10,60,58,retention,,59.71428571428572,122,0.5245901639344263
7,Get the current sprint work items and create a Word report,2,create a Word report,10,70,29,retention,,69.42857142857143,122,0.7622950819672132
7,Get the current sprint work items and create a Word report,2,create a Word report,10,75,19,retention,,74.85714285714286,122,0.8442622950819672
7,Get the current sprint work items and create a Word report,2,create a Word report,10,80,17,retention,,77.14285714285715,122,0.860655737704918
7,Get the current sprint work items and create a Word report,2,create a Word report,10,85,13,retention,,81.71428571428572,122,0.8934426229508197
7,Get the current sprint work items and create a Word report,2,create a Word report,10,90,7,retention,,89.14285714285714,122,0.9426229508196722
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,3,50,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,3,60,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,3,70,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,3,75,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,3,80,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,3,85,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,3,90,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,4,50,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,4,60,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,4,70,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,4,75,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,4,80,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,4,85,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,4,90,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,5,50,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,5,60,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,5,70,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,5,75,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,5,80,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,5,85,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,5,90,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,6,50,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
