query_number,query,intent_number,action,target,intent_text,rank,tool_name,score,normalized_rank,normalized_score,knee_distance,gap,gap_percent,is_knee
4,Create a Word document,1,create,a Word document,Create a Word document,21,project_management_tools_create_work_item,0.494140625,0.1652892561983471,0.484,0.2479899451771267,0.015625,2.094240837696335,False
4,Create a Word document,1,create,a Word document,Create a Word document,22,sharepoint_tools_get_sharepoint_documents,0.478515625,0.17355371900826447,0.452,0.26477350447933956,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,23,outlook_mail_management_compose_email,0.4765625,0.18181818181818182,0.448,0.2617580739083292,0.009765625,1.3089005235602094,False
4,Create a Word document,1,create,a Word document,Create a Word document,24,quest_studio_file_storage_get_file_content,0.466796875,0.19008264462809918,0.428,0.2700563518363036,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,25,carrot_mcp_server_api_create_employee,0.46484375,0.19834710743801653,0.424,0.2670409212652932,0.00390625,0.5235602094240838,False
4,Create a Word document,1,create,a Word document,Create a Word document,26,project_management_tools_export_sprint_to_sharepoint,0.4609375,0.2066115702479339,0.416,0.26685391781902895,0.013671875,1.832460732984293,False
4,Create a Word document,1,create,a Word document,Create a Word document,27,office_word_mcp_server_api_search_replace,0.447265625,0.21487603305785125,0.388,0.28080904999649564,0.00390625,0.5235602094240838,False
4,Create a Word document,1,create,a Word document,Create a Word document,28,carrot_mcp_server_api_create_leave_application,0.443359375,0.2231404958677686,0.38,0.2806220465502315,0.00390625,0.5235602094240838,False
4,Create a Word document,1,create,a Word document,Create a Word document,29,project_management_tools_list_work_items,0.439453125,0.23140495867768596,0.372,0.2804350431039673,0.005859375,0.7853403141361256,False
4,Create a Word document,1,create,a Word document,Create a Word document,30,railway_tools_project_create,0.43359375,0.2396694214876033,0.36,0.2830764667824493,0.001953125,0.2617801047120419,True
4,Create a Word document,1,create,a Word document,Create a Word document,31,outlook_mail_management_send_email,0.431640625,0.24793388429752067,0.356,0.2800610362114389,0.0,0.0,False
4,Create a Word document,1,create,a Word document,Create a Word document,32,gmail_tools_forward_google_email,0.431640625,0.256198347107438,0.356,0.27421717851568234,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,33,gmail_tools_reply_google_email,0.4296875,0.2644628099173554,0.352,0.2712017479446719,0.0,0.0,False
4,Create a Word document,1,create,a Word document,Create a Word document,34,carrot_mcp_server_api_log_hours_entry,0.4296875,0.2727272727272727,0.352,0.2653578902489153,0.00390625,0.5235602094240838,False
4,Create a Word document,1,create,a Word document,Create a Word document,35,project_management_tools_create_project,0.42578125,0.2809917355371901,0.344,0.26517088680265105,0.009765625,1.3089005235602094,False
4,Create a Word document,1,create,a Word document,Create a Word document,36,github_mcp_server_create_repository,0.416015625,0.2892561983471074,0.324,0.27346916473062544,0.0,0.0,False
4,Create a Word document,1,create,a Word document,Create a Word document,37,supabase_mcp_insert_table_data,0.416015625,0.2975206611570248,0.324,0.26762530703486886,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,38,quest_studio_file_storage_query_files,0.4140625,0.30578512396694213,0.32,0.2646098764638585,0.00390625,0.5235602094240838,False
4,Create a Word document,1,create,a Word document,Create a Word document,39,railway_tools_service_create_from_repo,0.41015625,0.3140495867768595,0.312,0.2644228730175942,0.00390625,0.5235602094240838,False
4,Create a Word document,1,create,a Word document,Create a Word document,40,railway_tools_volume_create,0.40625,0.32231404958677684,0.304,0.26423586957133005,0.0,0.0,False
4,Create a Word document,1,create,a Word document,Create a Word document,41,quest_studio_file_storage_update_file,0.40625,0.3305785123966942,0.304,0.25839201187557337,0.0,0.0,False
4,Create a Word document,1,create,a Word document,Create a Word document,42,quest_studio_file_storage_delete_file,0.40625,0.33884297520661155,0.304,0.2525481541798168,0.0,0.0,False
4,Create a Word document,1,create,a Word document,Create a Word document,43,github_mcp_server_create_branch,0.40625,0.34710743801652894,0.304,0.24670429648406023,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,44,railway_tools_database_list_types,0.404296875,0.35537190082644626,0.3,0.24368886591304986,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,45,outlook_mail_management_search_outlook_mail,0.40234375,0.36363636363636365,0.296,0.24067343534203947,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,46,quest_studio_file_storage_get_file,0.400390625,0.371900826446281,0.292,0.2376580047710291,0.0,0.0,False
4,Create a Word document,1,create,a Word document,Create a Word document,47,github_mcp_server_create_pull_request,0.400390625,0.38016528925619836,0.292,0.23181414707527245,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,48,quest_studio_file_storage_get_storage_usage,0.3984375,0.3884297520661157,0.288,0.22879871650426206,0.0,0.0,False
4,Create a Word document,1,create,a Word document,Create a Word document,49,railway_tools_service_create_from_image,0.3984375,0.39669421487603307,0.288,0.2229548588085054,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,50,carrot_mcp_server_api_submit_leave_application,0.396484375,0.4049586776859504,0.284,0.21993942823749504,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,51,carrot_mcp_server_api_hr_dashboard_summary,0.39453125,0.4132231404958678,0.28,0.21692399766648465,0.005859375,0.7853403141361256,False
4,Create a Word document,1,create,a Word document,Create a Word document,52,gmail_tools_get_google_emails,0.388671875,0.4214876033057851,0.268,0.21956542134496668,0.0,0.0,False
4,Create a Word document,1,create,a Word document,Create a Word document,53,outlook_mail_management_reply_to_email,0.388671875,0.4297520661157025,0.268,0.21372156364921002,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,54,railway_tools_project_environments,0.38671875,0.4380165289256198,0.264,0.21070613307819963,0.0,0.0,False
4,Create a Word document,1,create,a Word document,Create a Word document,55,project_management_tools_create_team,0.38671875,0.4462809917355372,0.264,0.20486227538244298,0.00390625,0.5235602094240838,False
4,Create a Word document,1,create,a Word document,Create a Word document,56,quest_studio_file_storage_get_files,0.3828125,0.45454545454545453,0.256,0.2046752719361788,0.0,0.0,False
4,Create a Word document,1,create,a Word document,Create a Word document,57,railway_tools_project_info,0.3828125,0.4628099173553719,0.256,0.19883141424042222,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,58,github_mcp_server_create_or_update_file,0.380859375,0.47107438016528924,0.252,0.19581598366941186,0.00390625,0.5235602094240838,False
4,Create a Word document,1,create,a Word document,Create a Word document,59,carrot_mcp_server_api_list_employees,0.376953125,0.4793388429752066,0.244,0.19562898022314767,0.0,0.0,False
4,Create a Word document,1,create,a Word document,Create a Word document,60,gmail_tools_delete_google_email,0.376953125,0.48760330578512395,0.244,0.1897851225273911,0.0,0.0,False
4,Create a Word document,1,create,a Word document,Create a Word document,61,project_management_tools_create_sprint,0.376953125,0.49586776859504134,0.244,0.18394126483163445,0.00390625,0.5235602094240838,False
4,Create a Word document,1,create,a Word document,Create a Word document,62,carrot_mcp_server_api_work_hours_summary,0.373046875,0.5041322314049587,0.236,0.18375426138537027,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,63,outlook_mail_management_forward_email,0.37109375,0.512396694214876,0.232,0.18073883081435987,0.0,0.0,False
4,Create a Word document,1,create,a Word document,Create a Word document,64,railway_tools_project_list,0.37109375,0.5206611570247934,0.232,0.17489497311860322,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,65,project_management_tools_add_work_item_comment,0.369140625,0.5289256198347108,0.228,0.17187954254759286,0.00390625,0.5235602094240838,False
4,Create a Word document,1,create,a Word document,Create a Word document,66,carrot_mcp_server_api_update_leave_application,0.365234375,0.5371900826446281,0.22,0.17169253910132867,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,67,carrot_mcp_server_api_update_employee,0.36328125,0.5454545454545454,0.216,0.16867710853031828,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,68,github_mcp_server_push_files,0.361328125,0.5537190082644629,0.212,0.16566167795930783,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,69,supabase_mcp_check_database_health,0.359375,0.5619834710743802,0.208,0.16264624738829744,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,70,railway_tools_project_delete,0.357421875,0.5702479338842975,0.204,0.15963081681728708,0.00390625,0.5235602094240838,False
4,Create a Word document,1,create,a Word document,Create a Word document,71,railway_tools_service_list,0.353515625,0.5785123966942148,0.196,0.1594438133710228,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,72,project_management_tools_get_work_item,0.3515625,0.5867768595041323,0.192,0.15642838280001242,0.0,0.0,False
4,Create a Word document,1,create,a Word document,Create a Word document,73,sharepoint_tools_get_sharepoint_sites,0.3515625,0.5950413223140496,0.192,0.15058452510425585,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,74,railway_tools_service_info,0.349609375,0.6033057851239669,0.188,0.1475690945332455,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,75,supabase_mcp_update_database_table_data,0.34765625,0.6115702479338843,0.184,0.1445536639622351,0.0,0.0,False
4,Create a Word document,1,create,a Word document,Create a Word document,76,carrot_mcp_server_api_get_employee,0.34765625,0.6198347107438017,0.184,0.13870980626647836,0.00390625,0.5235602094240838,False
4,Create a Word document,1,create,a Word document,Create a Word document,77,github_mcp_server_get_file_contents,0.34375,0.628099173553719,0.176,0.13852280282021417,0.0,0.0,False
4,Create a Word document,1,create,a Word document,Create a Word document,78,railway_tools_volume_update,0.34375,0.6363636363636364,0.176,0.1326789451244576,0.0,0.0,False
4,Create a Word document,1,create,a Word document,Create a Word document,79,railway_tools_volume_list,0.34375,0.6446280991735537,0.176,0.12683508742870103,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,80,carrot_mcp_server_api_list_leave_application,0.341796875,0.6528925619834711,0.172,0.12381965685769065,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,81,project_management_tools_delete_work_item,0.33984375,0.6611570247933884,0.168,0.12080422628668021,0.0,0.0,False
4,Create a Word document,1,create,a Word document,Create a Word document,82,web_search_tools_web_search,0.33984375,0.6694214876033058,0.168,0.11496036859092364,0.0,0.0,False
4,Create a Word document,1,create,a Word document,Create a Word document,83,project_management_tools_view_board,0.33984375,0.6776859504132231,0.168,0.10911651089516707,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,84,supabase_mcp_select_database_table_data,0.337890625,0.6859504132231405,0.164,0.1061010803241566,0.0,0.0,False
4,Create a Word document,1,create,a Word document,Create a Word document,85,railway_tools_service_restart,0.337890625,0.6942148760330579,0.164,0.10025722262840003,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,86,github_mcp_server_merge_pull_request,0.3359375,0.7024793388429752,0.16,0.09724179205738966,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,87,project_management_tools_get_work_item_comments,0.333984375,0.7107438016528925,0.156,0.09422636148637928,0.0,0.0,False
4,Create a Word document,1,create,a Word document,Create a Word document,88,railway_tools_service_delete,0.333984375,0.71900826446281,0.156,0.08838250379062262,0.0,0.0,False
4,Create a Word document,1,create,a Word document,Create a Word document,89,railway_tools_volume_delete,0.333984375,0.7272727272727273,0.156,0.08253864609486605,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,90,supabase_mcp_get_all_supabase_projects,0.33203125,0.7355371900826446,0.152,0.07952321552385568,0.0078125,1.0471204188481675,False
4,Create a Word document,1,create,a Word document,Create a Word document,91,supabase_mcp_get_table_schema,0.32421875,0.743801652892562,0.136,0.08499306632708388,0.0,0.0,False
4,Create a Word document,1,create,a Word document,Create a Word document,92,railway_tools_service_update,0.32421875,0.7520661157024794,0.136,0.07914920863132723,0.0,0.0,False
4,Create a Word document,1,create,a Word document,Create a Word document,93,supabase_mcp_get_database_tables,0.32421875,0.7603305785123967,0.136,0.07330535093557065,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,94,outlook_mail_management_find_email_address,0.322265625,0.768595041322314,0.132,0.07028992036456028,0.0,0.0,False
4,Create a Word document,1,create,a Word document,Create a Word document,95,project_management_tools_get_user_capacity,0.322265625,0.7768595041322314,0.132,0.0644460626688037,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,96,project_management_tools_update_work_item,0.3203125,0.7851239669421488,0.128,0.061430632097793245,0.0,0.0,False
4,Create a Word document,1,create,a Word document,Create a Word document,97,github_mcp_server_delete_file,0.3203125,0.7933884297520661,0.128,0.05558677440203667,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,98,project_management_tools_assign_work_item,0.318359375,0.8016528925619835,0.124,0.052571343831026296,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,99,project_management_tools_update_user_capacity,0.31640625,0.8099173553719008,0.12,0.04955591326001592,0.00390625,0.5235602094240838,False
4,Create a Word document,1,create,a Word document,Create a Word document,100,project_management_tools_update_task_status,0.3125,0.8181818181818182,0.112,0.04936890981375165,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,101,github_mcp_server_pull_request_read,0.310546875,0.8264462809917356,0.108,0.046353479242741275,0.00390625,0.5235602094240838,False
4,Create a Word document,1,create,a Word document,Create a Word document,102,github_mcp_server_update_pull_request,0.306640625,0.8347107438016529,0.1,0.046166475796477084,0.0,0.0,False
4,Create a Word document,1,create,a Word document,Create a Word document,103,github_mcp_server_get_commit,0.306640625,0.8429752066115702,0.1,0.04032261810072051,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,104,project_management_tools_list_sprints,0.3046875,0.8512396694214877,0.096,0.03730718752971006,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,105,project_management_tools_list_projects,0.302734375,0.859504132231405,0.092,0.034291756958699675,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,106,outlook_mail_management_get_email_messages,0.30078125,0.8677685950413223,0.088,0.0312763263876893,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,107,github_mcp_server_search_repositories,0.298828125,0.8760330578512396,0.084,0.02826089581667892,0.0078125,1.0471204188481675,False
4,Create a Word document,1,create,a Word document,Create a Word document,108,project_management_tools_list_users,0.291015625,0.8842975206611571,0.068,0.03373074661990704,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,109,github_mcp_server_list_commits,0.2890625,0.8925619834710744,0.064,0.03071531604889666,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,110,project_management_tools_get_sprint,0.287109375,0.9008264462809917,0.06,0.027699885477886283,0.005859375,0.7853403141361256,False
4,Create a Word document,1,create,a Word document,Create a Word document,111,project_management_tools_get_project,0.28125,0.9090909090909091,0.048,0.03034130915636821,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,112,project_management_tools_list_teams,0.279296875,0.9173553719008265,0.044,0.027325878585357753,0.0,0.0,False
4,Create a Word document,1,create,a Word document,Create a Word document,113,project_management_tools_get_team,0.279296875,0.9256198347107438,0.044,0.021482020889601182,0.00390625,0.5235602094240838,False
4,Create a Word document,1,create,a Word document,Create a Word document,114,github_mcp_server_list_pull_requests,0.275390625,0.9338842975206612,0.036,0.021295017443336995,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,115,project_management_tools_list_team_members,0.2734375,0.9421487603305785,0.032,0.018279586872326618,0.0,0.0,False
4,Create a Word document,1,create,a Word document,Create a Word document,116,github_mcp_server_list_branches,0.2734375,0.9504132231404959,0.032,0.012435729176569967,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,117,project_management_tools_delete_sprint,0.271484375,0.9586776859504132,0.028,0.009420298605559587,0.0078125,1.0471204188481675,False
4,Create a Word document,1,create,a Word document,Create a Word document,118,project_management_tools_update_project,0.263671875,0.9669421487603306,0.012,0.014890149408787787,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,119,project_management_tools_delete_team,0.26171875,0.9752066115702479,0.008,0.011874718837777408,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,120,github_mcp_server_get_me,0.259765625,0.9834710743801653,0.004,0.00885928826676695,0.0,0.0,False
4,Create a Word document,1,create,a Word document,Create a Word document,121,project_management_tools_delete_project,0.259765625,0.9917355371900827,0.004,0.0030154305710103787,0.001953125,0.2617801047120419,False
4,Create a Word document,1,create,a Word document,Create a Word document,122,outlook_mail_management_delete_email_message,0.2578125,1.0,0.0,0.0,,,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,1,project_management_tools_list_work_items,0.73828125,0.0,1.0,0.0,0.0234375,3.1746031746031744,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,2,project_management_tools_list_sprints,0.71484375,0.008264462809917356,0.9520958083832335,0.028029521043718787,0.0078125,1.0582010582010581,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,3,project_management_tools_get_sprint,0.70703125,0.01652892561983471,0.936127744510978,0.033476789594453896,0.015625,2.1164021164021163,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,4,project_management_tools_get_work_item,0.69140625,0.024793388429752067,0.9041916167664671,0.05021518439168085,0.01171875,1.5873015873015872,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,5,project_management_tools_export_sprint_to_sharepoint,0.6796875,0.03305785123966942,0.8802395209580839,0.06130801606566192,0.015625,2.1164021164021163,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,6,project_management_tools_create_work_item,0.6640625,0.04132231404958678,0.8483033932135728,0.07804641086288895,0.01171875,1.5873015873015872,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,7,project_management_tools_update_work_item,0.65234375,0.049586776859504134,0.8243512974051896,0.08913924253686993,0.0,0.0,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,8,project_management_tools_get_user_capacity,0.65234375,0.05785123966942149,0.8243512974051896,0.08329538484111336,0.015625,2.1164021164021163,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,9,project_management_tools_create_sprint,0.63671875,0.06611570247933884,0.7924151696606786,0.1000337796383404,0.01171875,1.5873015873015872,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,10,project_management_tools_get_work_item_comments,0.625,0.0743801652892562,0.7684630738522954,0.11112661131232146,0.00390625,0.5291005291005291,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,11,project_management_tools_delete_sprint,0.62109375,0.08264462809917356,0.7604790419161677,0.1109283167398107,0.0,0.0,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,12,project_management_tools_delete_work_item,0.62109375,0.09090909090909091,0.7604790419161677,0.10508445904405413,0.02734375,3.7037037037037033,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,13,project_management_tools_assign_work_item,0.59375,0.09917355371900827,0.7045908183632734,0.1387595432110188,0.01171875,1.5873015873015872,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,14,project_management_tools_update_user_capacity,0.58203125,0.10743801652892562,0.6806387225548902,0.14985237488499986,0.0078125,1.0582010582010581,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,15,carrot_mcp_server_api_work_hours_summary,0.57421875,0.11570247933884298,0.6646706586826348,0.15529964343573496,0.0078125,1.0582010582010581,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,16,project_management_tools_list_team_members,0.56640625,0.12396694214876033,0.6487025948103793,0.16074691198647015,0.0078125,1.0582010582010581,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,17,project_management_tools_update_task_status,0.55859375,0.1322314049586777,0.6327345309381237,0.16619418053720542,0.015625,2.1164021164021163,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,18,project_management_tools_list_teams,0.54296875,0.14049586776859505,0.6007984031936128,0.18293257533443238,0.0,0.0,True
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,19,project_management_tools_view_board,0.54296875,0.1487603305785124,0.6007984031936128,0.17708871763867573,0.00390625,0.5291005291005291,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,20,railway_tools_project_info,0.5390625,0.15702479338842976,0.592814371257485,0.17689042306616504,0.0,0.0,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,21,railway_tools_project_environments,0.5390625,0.1652892561983471,0.592814371257485,0.17104656537040847,0.01171875,1.5873015873015872,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,22,railway_tools_service_list,0.52734375,0.17355371900826447,0.5688622754491018,0.18213939704438953,0.0,0.0,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,23,carrot_mcp_server_api_list_employees,0.52734375,0.18181818181818182,0.5688622754491018,0.17629553934863296,0.0,0.0,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,24,project_management_tools_get_team,0.52734375,0.19008264462809918,0.5688622754491018,0.1704516816528763,0.00390625,0.5291005291005291,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,25,project_management_tools_list_projects,0.5234375,0.19834710743801653,0.5608782435129741,0.1702533870803656,0.00390625,0.5291005291005291,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,26,railway_tools_project_list,0.51953125,0.2066115702479339,0.5528942115768463,0.170055092507855,0.0,0.0,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,27,carrot_mcp_server_api_log_hours_entry,0.51953125,0.21487603305785125,0.5528942115768463,0.16421123481209843,0.00390625,0.5291005291005291,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,28,project_management_tools_add_work_item_comment,0.515625,0.2231404958677686,0.5449101796407185,0.16401294023958768,0.01171875,1.5873015873015872,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,29,railway_tools_service_info,0.50390625,0.23140495867768596,0.5209580838323353,0.17510577191356874,0.0,0.0,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,30,project_management_tools_list_users,0.50390625,0.2396694214876033,0.5209580838323353,0.16926191421781217,0.00390625,0.5291005291005291,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,31,carrot_mcp_server_api_get_employee,0.5,0.24793388429752067,0.5129740518962076,0.1690636196453014,0.0,0.0,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,32,supabase_mcp_select_database_table_data,0.5,0.256198347107438,0.5129740518962076,0.16321976194954482,0.00390625,0.5291005291005291,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,33,carrot_mcp_server_api_hr_dashboard_summary,0.49609375,0.2644628099173554,0.5049900199600799,0.16302146737703413,0.0,0.0,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,34,sharepoint_tools_get_sharepoint_sites,0.49609375,0.2727272727272727,0.5049900199600799,0.15717760968127756,0.001953125,0.26455026455026454,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,35,supabase_mcp_get_all_supabase_projects,0.494140625,0.2809917355371901,0.500998003992016,0.15415653354714384,0.001953125,0.26455026455026454,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,36,office_word_mcp_server_api_list_files,0.4921875,0.2892561983471074,0.49700598802395207,0.1511354574130103,0.001953125,0.26455026455026454,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,37,sharepoint_tools_get_sharepoint_documents,0.490234375,0.2975206611570248,0.4930139720558882,0.1481143812788766,0.0,0.0,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,38,project_management_tools_get_project,0.490234375,0.30578512396694213,0.4930139720558882,0.14227052358312003,0.009765625,1.3227513227513228,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,39,github_mcp_server_list_commits,0.48046875,0.3140495867768595,0.47305389221556887,0.15054057369547816,0.001953125,0.26455026455026454,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,40,railway_tools_project_create,0.478515625,0.32231404958677684,0.469061876247505,0.14751949756134453,0.0,0.0,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,41,github_mcp_server_pull_request_read,0.478515625,0.3305785123966942,0.469061876247505,0.14167563986558795,0.001953125,0.26455026455026454,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,42,github_mcp_server_list_branches,0.4765625,0.33884297520661155,0.46506986027944114,0.13865456373145424,0.001953125,0.26455026455026454,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,43,railway_tools_project_delete,0.474609375,0.34710743801652894,0.46107784431137727,0.1356334875973206,0.001953125,0.26455026455026454,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,44,supabase_mcp_get_database_tables,0.47265625,0.35537190082644626,0.45708582834331335,0.13261241146318697,0.0,0.0,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,45,quest_studio_file_storage_get_files,0.47265625,0.36363636363636365,0.45708582834331335,0.1267685537674304,0.0,0.0,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,46,github_mcp_server_list_pull_requests,0.47265625,0.371900826446281,0.45708582834331335,0.12092469607167383,0.001953125,0.26455026455026454,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,47,supabase_mcp_get_table_schema,0.470703125,0.38016528925619836,0.4530938123752495,0.11790361993754013,0.00390625,0.5291005291005291,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,48,railway_tools_volume_list,0.466796875,0.3884297520661157,0.44510978043912175,0.11770532536502944,0.001953125,0.26455026455026454,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,49,railway_tools_service_delete,0.46484375,0.39669421487603307,0.4411177644710579,0.1146842492308958,0.005859375,0.7936507936507936,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,50,carrot_mcp_server_api_create_employee,0.458984375,0.4049586776859504,0.4291417165668663,0.11730873622000805,0.001953125,0.26455026455026454,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,51,office_word_mcp_server_api_get_document_info,0.45703125,0.4132231404958678,0.4251497005988024,0.11428766008587433,0.00390625,0.5291005291005291,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,52,project_management_tools_delete_team,0.453125,0.4214876033057851,0.4171656686626746,0.11408936551336372,0.0,0.0,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,53,supabase_mcp_check_database_health,0.453125,0.4297520661157025,0.4171656686626746,0.10824550781760708,0.0,0.0,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,54,carrot_mcp_server_api_update_employee,0.453125,0.4380165289256198,0.4171656686626746,0.10240165012185051,0.001953125,0.26455026455026454,False
5,Get the current sprint work items,1,get,the current sprint work items,Get the current sprint work items,55,office_word_mcp_server_api_get_document_xml,0.451171875,0.4462809917355372,0.41317365269461076,0.09938057398771688,0.0,0.0,False
